"Betweenness Dir","Bridging Dir","Centroid Dir","Closeness Dir","COMMON","Degree unDir","degree.layout","Eccentricity Dir","EigenVector Dir","gal1RGexp","gal1RGsig","gal4RGexp","gal4RGsig","gal80Rexp","gal80Rsig","InDegree","name","OutDegree","Radiality Dir","selected","shared name","Stress Dir"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SRGAP3""","0.0","0.0011135857461024498","false","""SRGAP3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""NDN""","0.0","0.0011135857461024498","false","""NDN""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""NEUROD1""","0.0","0.0011135857461024498","false","""NEUROD1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PMP22""","0.0","0.0011135857461024498","false","""PMP22""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGEF17""","0.0","0.0011135857461024498","false","""ARHGEF17""","0.0"
"0.0","0.0","-3.0","3.0",,"3.0","3","1.0","0.0",,,,,,,"0.0","""CRYBB1""","3.0","0.0011173184357541898","false","""CRYBB1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GJA3""","0.0","0.0011135857461024498","false","""GJA3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RAB44""","0.0","0.0011135857461024498","false","""RAB44""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""FASLG""","0.0","0.0011135857461024498","false","""FASLG""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KLRB1""","0.0","0.0011135857461024498","false","""KLRB1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IL3RA""","0.0","0.0011135857461024498","false","""IL3RA""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""TRPV5""","0.0","0.0011135857461024498","false","""TRPV5""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PKD1L3""","0.0","0.0011135857461024498","false","""PKD1L3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CALHM1""","0.0","0.0011135857461024498","false","""CALHM1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GC""","0.0","0.0011135857461024498","false","""GC""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""LMCD1""","1.0","0.0011148272017837235","false","""LMCD1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GATA6""","0.0","0.0011135857461024498","false","""GATA6""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""STRIP2""","0.0","0.0011135857461024498","false","""STRIP2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CTTNBP2NL""","0.0","0.0011135857461024498","false","""CTTNBP2NL""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KITLG""","0.0","0.0011135857461024498","false","""KITLG""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MX1""","0.0","0.0011135857461024498","false","""MX1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SOCS1""","0.0","0.0011135857461024498","false","""SOCS1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""TNFRSF21""","0.0","0.0011135857461024498","false","""TNFRSF21""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IL23R""","0.0","0.0011135857461024498","false","""IL23R""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SEMA6D""","0.0","0.0011135857461024498","false","""SEMA6D""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ACTN3""","0.0","0.0011135857461024498","false","""ACTN3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MYOZ1""","0.0","0.0011135857461024498","false","""MYOZ1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""TNNT3""","0.0","0.0011135857461024498","false","""TNNT3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SERPING1""","0.0","0.0011135857461024498","false","""SERPING1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""SOCS3""","0.0","0.0011135857461024498","false","""SOCS3""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""PDZD4""","1.0","0.0011148272017837235","false","""PDZD4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""BCAM""","0.0","0.0011135857461024498","false","""BCAM""","0.0"
"0.0","0.0","-3.0","3.0",,"3.0","3","1.0","0.0",,,,,,,"0.0","""NEFM""","3.0","0.0011173184357541898","false","""NEFM""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""NES""","0.0","0.0011135857461024498","false","""NES""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""FGF10""","0.0","0.0011135857461024498","false","""FGF10""","0.0"
"0.0","0.0","-3.0","3.0",,"3.0","3","1.0","0.0",,,,,,,"0.0","""UPK3A""","3.0","0.0011173184357541898","false","""UPK3A""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""UPK3B""","0.0","0.0011135857461024498","false","""UPK3B""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""UPK1B""","0.0","0.0011135857461024498","false","""UPK1B""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""UPK2""","0.0","0.0011135857461024498","false","""UPK2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""FGB""","0.0","0.0011135857461024498","false","""FGB""","0.0"
"0.0","0.0","-2.0","2.0",,"2.0","2","1.0","0.0",,,,,,,"0.0","""TFPI2""","2.0","0.0011160714285714285","false","""TFPI2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KLKB1""","0.0","0.0011135857461024498","false","""KLKB1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""ANOS1""","0.0","0.0011135857461024498","false","""ANOS1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KLB""","0.0","0.0011135857461024498","false","""KLB""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CNTF""","0.0","0.0011135857461024498","false","""CNTF""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""EOMES""","0.0","0.0011135857461024498","false","""EOMES""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""FGFR4""","0.0","0.0011135857461024498","false","""FGFR4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ANGPT1""","0.0","0.0011135857461024498","false","""ANGPT1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""LIF""","0.0","0.0011135857461024498","false","""LIF""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HERC5""","0.0","0.0011135857461024498","false","""HERC5""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SOCS2""","0.0","0.0011135857461024498","false","""SOCS2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HERC6""","0.0","0.0011135857461024498","false","""HERC6""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""STARD13""","0.0","0.0011135857461024498","false","""STARD13""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""BEX1""","0.0","0.0011135857461024498","false","""BEX1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""UNC5C""","0.0","0.0011135857461024498","false","""UNC5C""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""RHOXF1""","1.0","0.0011148272017837235","false","""RHOXF1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ANKK1""","0.0","0.0011135857461024498","false","""ANKK1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HCN2""","0.0","0.0011135857461024498","false","""HCN2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TSLP""","0.0","0.0011135857461024498","false","""TSLP""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""KLRG1""","0.0","0.0011135857461024498","false","""KLRG1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GNLY""","0.0","0.0011135857461024498","false","""GNLY""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IL12RB2""","0.0","0.0011135857461024498","false","""IL12RB2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CYP7A1""","0.0","0.0011135857461024498","false","""CYP7A1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""F3""","0.0","0.0011135857461024498","false","""F3""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""CEBPE""","1.0","0.0011148272017837235","false","""CEBPE""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MYB""","0.0","0.0011135857461024498","false","""MYB""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MMRN1""","0.0","0.0011135857461024498","false","""MMRN1""","0.0"
"0.0","0.0","-2.0","2.0",,"2.0","2","1.0","0.0",,,,,,,"0.0","""SMPD3""","2.0","0.0011160714285714285","false","""SMPD3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ENPP7""","0.0","0.0011135857461024498","false","""ENPP7""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""EIF2AK2""","0.0","0.0011135857461024498","false","""EIF2AK2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PIGR""","0.0","0.0011135857461024498","false","""PIGR""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""ADAM11""","1.0","0.0011148272017837235","false","""ADAM11""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""LGI4""","0.0","0.0011135857461024498","false","""LGI4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SLCO1A2""","0.0","0.0011135857461024498","false","""SLCO1A2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGEF10""","0.0","0.0011135857461024498","false","""ARHGEF10""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IFI27""","0.0","0.0011135857461024498","false","""IFI27""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""KCND1""","1.0","0.0011148272017837235","false","""KCND1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KCNIP1""","0.0","0.0011135857461024498","false","""KCNIP1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""NBL1""","0.0","0.0011135857461024498","false","""NBL1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""LIFR""","0.0","0.0011135857461024498","false","""LIFR""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IL5RA""","0.0","0.0011135857461024498","false","""IL5RA""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PRLR""","0.0","0.0011135857461024498","false","""PRLR""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MESP2""","0.0","0.0011135857461024498","false","""MESP2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CERS3""","0.0","0.0011135857461024498","false","""CERS3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""AKR1B10""","0.0","0.0011135857461024498","false","""AKR1B10""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RTP4""","0.0","0.0011135857461024498","false","""RTP4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GCKR""","0.0","0.0011135857461024498","false","""GCKR""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""NEFL""","0.0","0.0011135857461024498","false","""NEFL""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PROS1""","0.0","0.0011135857461024498","false","""PROS1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""OAS1""","0.0","0.0011135857461024498","false","""OAS1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""OAS3""","0.0","0.0011135857461024498","false","""OAS3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IFI44""","0.0","0.0011135857461024498","false","""IFI44""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RSAD2""","0.0","0.0011135857461024498","false","""RSAD2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""OAS2""","0.0","0.0011135857461024498","false","""OAS2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IFI6""","0.0","0.0011135857461024498","false","""IFI6""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IFIT2""","0.0","0.0011135857461024498","false","""IFIT2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""XAF1""","0.0","0.0011135857461024498","false","""XAF1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IFI35""","0.0","0.0011135857461024498","false","""IFI35""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""USP41""","0.0","0.0011135857461024498","false","""USP41""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IFI44L""","0.0","0.0011135857461024498","false","""IFI44L""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""IFIT1""","0.0","0.0011135857461024498","false","""IFIT1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CRYAB""","0.0","0.0011135857461024498","false","""CRYAB""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MIP""","0.0","0.0011135857461024498","false","""MIP""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ENTPD3""","0.0","0.0011135857461024498","false","""ENTPD3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PTGDS""","0.0","0.0011135857461024498","false","""PTGDS""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CYP27B1""","0.0","0.0011135857461024498","false","""CYP27B1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CA5A""","0.0","0.0011135857461024498","false","""CA5A""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CHN1""","0.0","0.0011135857461024498","false","""CHN1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PAPSS2""","0.0","0.0011135857461024498","false","""PAPSS2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGEF4""","0.0","0.0011135857461024498","false","""ARHGEF4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGAP31""","0.0","0.0011135857461024498","false","""ARHGAP31""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGAP39""","0.0","0.0011135857461024498","false","""ARHGAP39""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGAP20""","0.0","0.0011135857461024498","false","""ARHGAP20""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGEF15""","0.0","0.0011135857461024498","false","""ARHGEF15""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGEF28""","0.0","0.0011135857461024498","false","""ARHGEF28""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""DKK2""","0.0","0.0011135857461024498","false","""DKK2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""DKK3""","0.0","0.0011135857461024498","false","""DKK3""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""APLP1""","1.0","0.0011148272017837235","false","""APLP1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""APBA1""","0.0","0.0011135857461024498","false","""APBA1""","0.0"
