"Betweenness Dir","Bridging Dir","Centroid Dir","Closeness Dir","COMMON","Degree unDir","degree.layout","Eccentricity Dir","EigenVector Dir","gal1RGexp","gal1RGsig","gal4RGexp","gal4RGsig","gal80Rexp","gal80Rsig","InDegree","name","OutDegree","Radiality Dir","selected","shared name","Stress Dir"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HOXA3""","0.0","0.0011135857461024498","false","""HOXA3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HOXA7""","0.0","0.0011135857461024498","false","""HOXA7""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""IL5""","0.0","0.0011135857461024498","false","""IL5""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TAS2R19""","0.0","0.0011135857461024498","false","""TAS2R19""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""OPRM1""","0.0","0.0011135857461024498","false","""OPRM1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""ADRA2A""","0.0","0.0011135857461024498","false","""ADRA2A""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GPR31""","0.0","0.0011135857461024498","false","""GPR31""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""PDYN""","0.0","0.0011135857461024498","false","""PDYN""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""XCL1""","0.0","0.0011135857461024498","false","""XCL1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""OXER1""","0.0","0.0011135857461024498","false","""OXER1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TAS2R30""","0.0","0.0011135857461024498","false","""TAS2R30""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""SSTR2""","0.0","0.0011135857461024498","false","""SSTR2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""CHRM4""","0.0","0.0011135857461024498","false","""CHRM4""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""RXFP4""","0.0","0.0011135857461024498","false","""RXFP4""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""CXCL11""","0.0","0.0011135857461024498","false","""CXCL11""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""SSTR4""","0.0","0.0011135857461024498","false","""SSTR4""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""NPBWR1""","0.0","0.0011135857461024498","false","""NPBWR1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""APLN""","0.0","0.0011135857461024498","false","""APLN""","0.0"
"0.0","0.0","0.0","0.0",,"5.0","5","0.0","0.0",,,,,,,"5.0","""FGF2""","0.0","0.0011135857461024498","false","""FGF2""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""MTNR1B""","0.0","0.0011135857461024498","false","""MTNR1B""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""HTR1F""","0.0","0.0011135857461024498","false","""HTR1F""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""CCR2""","0.0","0.0011135857461024498","false","""CCR2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""CCL25""","0.0","0.0011135857461024498","false","""CCL25""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TAS2R4""","0.0","0.0011135857461024498","false","""TAS2R4""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GALR2""","0.0","0.0011135857461024498","false","""GALR2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TAS2R39""","0.0","0.0011135857461024498","false","""TAS2R39""","0.0"
"0.0","0.0","0.0","0.0",,"4.0","4","0.0","0.0",,,,,,,"4.0","""CCR5""","0.0","0.0011135857461024498","false","""CCR5""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MAP1B""","0.0","0.0011135857461024498","false","""MAP1B""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TAS2R3""","0.0","0.0011135857461024498","false","""TAS2R3""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""S1PR5""","0.0","0.0011135857461024498","false","""S1PR5""","0.0"
"0.0","0.0","0.0","0.0",,"6.0","6","0.0","0.0",,,,,,,"6.0","""GNG12""","0.0","0.0011135857461024498","false","""GNG12""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""P2RY14""","0.0","0.0011135857461024498","false","""P2RY14""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""PTGDR2""","0.0","0.0011135857461024498","false","""PTGDR2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""CSF1R""","0.0","0.0011135857461024498","false","""CSF1R""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""PTGER3""","0.0","0.0011135857461024498","false","""PTGER3""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""SSTR3""","0.0","0.0011135857461024498","false","""SSTR3""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""OXGR1""","0.0","0.0011135857461024498","false","""OXGR1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""ADORA1""","0.0","0.0011135857461024498","false","""ADORA1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CCL24""","0.0","0.0011135857461024498","false","""CCL24""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""HRH4""","0.0","0.0011135857461024498","false","""HRH4""","0.0"
"0.0","0.0","0.0","0.0",,"5.0","5","0.0","0.0",,,,,,,"5.0","""PMCH""","0.0","0.0011135857461024498","false","""PMCH""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""ADRA2B""","0.0","0.0011135857461024498","false","""ADRA2B""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GPER1""","0.0","0.0011135857461024498","false","""GPER1""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""CCL19""","0.0","0.0011135857461024498","false","""CCL19""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""NPB""","0.0","0.0011135857461024498","false","""NPB""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""TAS1R3""","0.0","0.0011135857461024498","false","""TAS1R3""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GPR37L1""","0.0","0.0011135857461024498","false","""GPR37L1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""P2RY4""","0.0","0.0011135857461024498","false","""P2RY4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PTGS2""","0.0","0.0011135857461024498","false","""PTGS2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CSF2""","0.0","0.0011135857461024498","false","""CSF2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TAS2R41""","0.0","0.0011135857461024498","false","""TAS2R41""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GALR1""","0.0","0.0011135857461024498","false","""GALR1""","0.0"
"0.0","0.0","0.0","0.0",,"5.0","5","0.0","0.0",,,,,,,"5.0","""NMU""","0.0","0.0011135857461024498","false","""NMU""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TMIGD3""","0.0","0.0011135857461024498","false","""TMIGD3""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""HCAR1""","0.0","0.0011135857461024498","false","""HCAR1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GPR37""","0.0","0.0011135857461024498","false","""GPR37""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""CCL20""","0.0","0.0011135857461024498","false","""CCL20""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TAS2R43""","0.0","0.0011135857461024498","false","""TAS2R43""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""NPY2R""","0.0","0.0011135857461024498","false","""NPY2R""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""IL13""","0.0","0.0011135857461024498","false","""IL13""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""CXCR6""","0.0","0.0011135857461024498","false","""CXCR6""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GNAI1""","0.0","0.0011135857461024498","false","""GNAI1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""FPR3""","0.0","0.0011135857461024498","false","""FPR3""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""CNR1""","0.0","0.0011135857461024498","false","""CNR1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""CORT""","0.0","0.0011135857461024498","false","""CORT""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""GRM2""","0.0","0.0011135857461024498","false","""GRM2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GPR15""","0.0","0.0011135857461024498","false","""GPR15""","0.0"
"0.0","0.0","-1.0","1.0",,"1.0","1","1.0","0.0",,,,,,,"0.0","""AQP8""","1.0","0.0011148272017837235","false","""AQP8""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RHBDF1""","0.0","0.0011135857461024498","false","""RHBDF1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""NR1I2""","0.0","0.0011135857461024498","false","""NR1I2""","0.0"
"0.0","0.0","-2.0","2.0",,"2.0","2","1.0","0.0",,,,,,,"0.0","""ACR""","2.0","0.0011160714285714285","false","""ACR""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ZP2""","0.0","0.0011135857461024498","false","""ZP2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""PARVA""","0.0","0.0011135857461024498","false","""PARVA""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""LAMA3""","0.0","0.0011135857461024498","false","""LAMA3""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""ITGA8""","0.0","0.0011135857461024498","false","""ITGA8""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""LAMA4""","0.0","0.0011135857461024498","false","""LAMA4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""COL4A5""","0.0","0.0011135857461024498","false","""COL4A5""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""BCAR1""","0.0","0.0011135857461024498","false","""BCAR1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""LAMC3""","0.0","0.0011135857461024498","false","""LAMC3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""COL4A3""","0.0","0.0011135857461024498","false","""COL4A3""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""ITGA2""","0.0","0.0011135857461024498","false","""ITGA2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""VTN""","0.0","0.0011135857461024498","false","""VTN""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""LAMC2""","0.0","0.0011135857461024498","false","""LAMC2""","0.0"
"0.0","0.0","-2.0","2.0",,"2.0","2","1.0","0.0",,,,,,,"0.0","""TFAP2D""","2.0","0.0011160714285714285","false","""TFAP2D""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KCTD1""","0.0","0.0011135857461024498","false","""KCTD1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CITED1""","0.0","0.0011135857461024498","false","""CITED1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ST8SIA2""","0.0","0.0011135857461024498","false","""ST8SIA2""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""TACR2""","0.0","0.0011135857461024498","false","""TACR2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""VIPR2""","0.0","0.0011135857461024498","false","""VIPR2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PTX3""","0.0","0.0011135857461024498","false","""PTX3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""PRG3""","0.0","0.0011135857461024498","false","""PRG3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""AOC1""","0.0","0.0011135857461024498","false","""AOC1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HP""","0.0","0.0011135857461024498","false","""HP""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SNAP25""","0.0","0.0011135857461024498","false","""SNAP25""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""PRF1""","0.0","0.0011135857461024498","false","""PRF1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""IL2RA""","0.0","0.0011135857461024498","false","""IL2RA""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""CD8A""","0.0","0.0011135857461024498","false","""CD8A""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CCN2""","0.0","0.0011135857461024498","false","""CCN2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GIPR""","0.0","0.0011135857461024498","false","""GIPR""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MAOA""","0.0","0.0011135857461024498","false","""MAOA""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""BCAN""","0.0","0.0011135857461024498","false","""BCAN""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""B3GAT1""","0.0","0.0011135857461024498","false","""B3GAT1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HTR7""","0.0","0.0011135857461024498","false","""HTR7""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CALCRL""","0.0","0.0011135857461024498","false","""CALCRL""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RXFP2""","0.0","0.0011135857461024498","false","""RXFP2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RXFP1""","0.0","0.0011135857461024498","false","""RXFP1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ADM""","0.0","0.0011135857461024498","false","""ADM""","0.0"
"0.0","0.0","0.0","0.0",,"4.0","4","0.0","0.0",,,,,,,"4.0","""GPR39""","0.0","0.0011135857461024498","false","""GPR39""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CALCR""","0.0","0.0011135857461024498","false","""CALCR""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HTR6""","0.0","0.0011135857461024498","false","""HTR6""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""GPR20""","0.0","0.0011135857461024498","false","""GPR20""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""FSHB""","0.0","0.0011135857461024498","false","""FSHB""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RAMP1""","0.0","0.0011135857461024498","false","""RAMP1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""A2M""","0.0","0.0011135857461024498","false","""A2M""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CPLX1""","0.0","0.0011135857461024498","false","""CPLX1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""UNC13B""","0.0","0.0011135857461024498","false","""UNC13B""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""NCAM1""","0.0","0.0011135857461024498","false","""NCAM1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TEK""","0.0","0.0011135857461024498","false","""TEK""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CHSY3""","0.0","0.0011135857461024498","false","""CHSY3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ARHGEF38""","0.0","0.0011135857461024498","false","""ARHGEF38""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ACTN2""","0.0","0.0011135857461024498","false","""ACTN2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ADGRL2""","0.0","0.0011135857461024498","false","""ADGRL2""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""TGFB2""","0.0","0.0011135857461024498","false","""TGFB2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CMPK2""","0.0","0.0011135857461024498","false","""CMPK2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CA3""","0.0","0.0011135857461024498","false","""CA3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ABCB11""","0.0","0.0011135857461024498","false","""ABCB11""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HOXC5""","0.0","0.0011135857461024498","false","""HOXC5""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HOXB7""","0.0","0.0011135857461024498","false","""HOXB7""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HOXB5""","0.0","0.0011135857461024498","false","""HOXB5""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SEMA5B""","0.0","0.0011135857461024498","false","""SEMA5B""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SEMA3A""","0.0","0.0011135857461024498","false","""SEMA3A""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SEMA5A""","0.0","0.0011135857461024498","false","""SEMA5A""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""OASL""","0.0","0.0011135857461024498","false","""OASL""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KLRK1""","0.0","0.0011135857461024498","false","""KLRK1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""KLRD1""","0.0","0.0011135857461024498","false","""KLRD1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""KLRC4-KLRK1""","0.0","0.0011135857461024498","false","""KLRC4-KLRK1""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""COL5A1""","0.0","0.0011135857461024498","false","""COL5A1""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""ERBB3""","0.0","0.0011135857461024498","false","""ERBB3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""LUM""","0.0","0.0011135857461024498","false","""LUM""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""TMPRSS6""","0.0","0.0011135857461024498","false","""TMPRSS6""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""BMP2""","0.0","0.0011135857461024498","false","""BMP2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""MMP1""","0.0","0.0011135857461024498","false","""MMP1""","0.0"
"0.0","0.0","0.0","0.0",,"2.0","2","0.0","0.0",,,,,,,"2.0","""ERBB4""","0.0","0.0011135857461024498","false","""ERBB4""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""CCN4""","0.0","0.0011135857461024498","false","""CCN4""","0.0"
"0.0","0.0","-4.0","4.0",,"4.0","4","1.0","0.0",,,,,,,"0.0","""EEF1A2""","4.0","0.0011185682326621924","false","""EEF1A2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""RPL36A-HNRNPH2""","0.0","0.0011135857461024498","false","""RPL36A-HNRNPH2""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""ENSG00000260342""","0.0","0.0011135857461024498","false","""ENSG00000260342""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""WDR31""","0.0","0.0011135857461024498","false","""WDR31""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""DHX58""","0.0","0.0011135857461024498","false","""DHX58""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""HK3""","0.0","0.0011135857461024498","false","""HK3""","0.0"
"0.0","0.0","0.0","0.0",,"1.0","1","0.0","0.0",,,,,,,"1.0","""SYT12""","0.0","0.0011135857461024498","false","""SYT12""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""PTGER1""","0.0","0.0011135857461024498","false","""PTGER1""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""KISS1R""","0.0","0.0011135857461024498","false","""KISS1R""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""QRFP""","0.0","0.0011135857461024498","false","""QRFP""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""EDNRB""","0.0","0.0011135857461024498","false","""EDNRB""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""HRH1""","0.0","0.0011135857461024498","false","""HRH1""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""F2R""","0.0","0.0011135857461024498","false","""F2R""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""TAC3""","0.0","0.0011135857461024498","false","""TAC3""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""CHRM3""","0.0","0.0011135857461024498","false","""CHRM3""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""CYSLTR2""","0.0","0.0011135857461024498","false","""CYSLTR2""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""FFAR3""","0.0","0.0011135857461024498","false","""FFAR3""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""HTR2A""","0.0","0.0011135857461024498","false","""HTR2A""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""NPFFR1""","0.0","0.0011135857461024498","false","""NPFFR1""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""AVPR1B""","0.0","0.0011135857461024498","false","""AVPR1B""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""PTGFR""","0.0","0.0011135857461024498","false","""PTGFR""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""PROK1""","0.0","0.0011135857461024498","false","""PROK1""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""HCRT""","0.0","0.0011135857461024498","false","""HCRT""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""GHSR""","0.0","0.0011135857461024498","false","""GHSR""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""UTS2R""","0.0","0.0011135857461024498","false","""UTS2R""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""GNRHR""","0.0","0.0011135857461024498","false","""GNRHR""","0.0"
"0.0","0.0","0.0","0.0",,"3.0","3","0.0","0.0",,,,,,,"3.0","""EDN3""","0.0","0.0011135857461024498","false","""EDN3""","0.0"
